,fecha,valor,temperatura
0,2020-07-01 00:00:00,True,
1,2020-07-01 01:00:00,True,
2,2020-07-01 02:00:00,True,
3,2020-07-01 03:00:00,True,
4,2020-07-01 04:00:00,True,
5,2020-07-01 05:00:00,True,
6,2020-07-01 06:00:00,True,
7,2020-07-01 07:00:00,True,
8,2020-07-01 08:00:00,True,
9,2020-07-01 09:00:00,True,
10,2020-07-01 10:00:00,True,
11,2020-07-01 11:00:00,True,
12,2020-07-01 12:00:00,True,
13,2020-07-01 13:00:00,True,
14,2020-07-01 14:00:00,True,
15,2020-07-01 15:00:00,True,
16,2020-07-01 16:00:00,True,
17,2020-07-01 17:00:00,True,
18,2020-07-01 18:00:00,True,
19,2020-07-01 19:00:00,True,
20,2020-07-01 20:00:00,True,
21,2020-07-01 21:00:00,True,
22,2020-07-01 22:00:00,True,
23,2020-07-01 23:00:00,True,
24,2020-07-02 00:00:00,True,
25,2020-07-02 01:00:00,True,
26,2020-07-02 02:00:00,True,
27,2020-07-02 03:00:00,True,
28,2020-07-02 04:00:00,True,
29,2020-07-02 05:00:00,True,
30,2020-07-02 06:00:00,True,
31,2020-07-02 07:00:00,True,
32,2020-07-02 08:00:00,True,
33,2020-07-02 09:00:00,True,
34,2020-07-02 10:00:00,True,
35,2020-07-02 11:00:00,True,
36,2020-07-02 12:00:00,True,
37,2020-07-02 13:00:00,True,
38,2020-07-02 14:00:00,True,
39,2020-07-02 15:00:00,True,
40,2020-07-02 16:00:00,False,295.43251953125
41,2020-07-02 17:00:00,False,297.8675130208333
42,2020-07-02 18:00:00,True,
43,2020-07-02 19:00:00,False,297.008984375
44,2020-07-02 20:00:00,True,
45,2020-07-02 21:00:00,False,292.22678920200894
46,2020-07-02 22:00:00,True,
47,2020-07-02 23:00:00,False,289.10791015625
48,2020-07-03 00:00:00,False,283.84776475694446
49,2020-07-03 01:00:00,False,287.6330837673611
50,2020-07-03 02:00:00,False,283.80718994140625
51,2020-07-03 03:00:00,False,286.338134765625
52,2020-07-03 04:00:00,False,284.543212890625
53,2020-07-03 05:00:00,False,284.2558322482639
54,2020-07-03 06:00:00,False,284.992919921875
55,2020-07-03 07:00:00,False,283.5587463378906
56,2020-07-03 08:00:00,False,281.5602756076389
57,2020-07-03 09:00:00,False,283.6683349609375
58,2020-07-03 10:00:00,True,
59,2020-07-03 11:00:00,False,283.6103515625
60,2020-07-03 12:00:00,True,
61,2020-07-03 13:00:00,True,
62,2020-07-03 14:00:00,True,
63,2020-07-03 15:00:00,True,
64,2020-07-03 16:00:00,False,301.603515625
65,2020-07-03 17:00:00,False,301.1341552734375
66,2020-07-03 18:00:00,False,302.14211018880206
67,2020-07-03 19:00:00,False,298.34071568080356
68,2020-07-03 20:00:00,True,
69,2020-07-03 21:00:00,False,294.7577819824219
70,2020-07-03 22:00:00,True,
71,2020-07-03 23:00:00,True,
72,2020-07-04 00:00:00,True,
73,2020-07-04 01:00:00,True,
74,2020-07-04 02:00:00,True,
75,2020-07-04 03:00:00,True,
76,2020-07-04 04:00:00,True,
77,2020-07-04 05:00:00,True,
78,2020-07-04 06:00:00,True,
79,2020-07-04 07:00:00,True,
80,2020-07-04 08:00:00,True,
81,2020-07-04 09:00:00,True,
82,2020-07-04 10:00:00,True,
83,2020-07-04 11:00:00,True,
84,2020-07-04 12:00:00,True,
85,2020-07-04 13:00:00,True,
86,2020-07-04 14:00:00,True,
87,2020-07-04 15:00:00,True,
88,2020-07-04 16:00:00,True,
89,2020-07-04 17:00:00,True,
90,2020-07-04 18:00:00,True,
91,2020-07-04 19:00:00,True,
92,2020-07-04 20:00:00,True,
93,2020-07-04 21:00:00,True,
94,2020-07-04 22:00:00,True,
95,2020-07-04 23:00:00,True,
96,2020-07-05 00:00:00,True,
97,2020-07-05 01:00:00,True,
98,2020-07-05 02:00:00,True,
99,2020-07-05 03:00:00,True,
100,2020-07-05 04:00:00,True,
101,2020-07-05 05:00:00,True,
102,2020-07-05 06:00:00,True,
103,2020-07-05 07:00:00,True,
104,2020-07-05 08:00:00,True,
105,2020-07-05 09:00:00,True,
106,2020-07-05 10:00:00,True,
107,2020-07-05 11:00:00,True,
108,2020-07-05 12:00:00,True,
109,2020-07-05 13:00:00,True,
110,2020-07-05 14:00:00,True,
111,2020-07-05 15:00:00,True,
112,2020-07-05 16:00:00,True,
113,2020-07-05 17:00:00,True,
114,2020-07-05 18:00:00,True,
115,2020-07-05 19:00:00,True,
116,2020-07-05 20:00:00,True,
117,2020-07-05 21:00:00,True,
118,2020-07-05 22:00:00,True,
119,2020-07-05 23:00:00,True,
120,2020-07-06 00:00:00,True,
121,2020-07-06 01:00:00,False,285.48277452256946
122,2020-07-06 02:00:00,False,285.36590576171875
123,2020-07-06 03:00:00,True,
124,2020-07-06 04:00:00,False,283.45749918619794
125,2020-07-06 05:00:00,True,
126,2020-07-06 06:00:00,True,
127,2020-07-06 07:00:00,True,
128,2020-07-06 08:00:00,True,
129,2020-07-06 09:00:00,True,
130,2020-07-06 10:00:00,True,
131,2020-07-06 11:00:00,False,284.02191840277777
132,2020-07-06 12:00:00,False,286.36749267578125
133,2020-07-06 13:00:00,True,
134,2020-07-06 14:00:00,False,293.0614536830357
135,2020-07-06 15:00:00,False,298.7108154296875
136,2020-07-06 16:00:00,False,301.91123453776044
137,2020-07-06 17:00:00,True,
138,2020-07-06 18:00:00,True,
139,2020-07-06 19:00:00,True,
140,2020-07-06 20:00:00,True,
141,2020-07-06 21:00:00,True,
142,2020-07-06 22:00:00,True,
143,2020-07-06 23:00:00,True,
144,2020-07-07 00:00:00,False,287.31689453125
145,2020-07-07 01:00:00,False,287.16029188368054
146,2020-07-07 02:00:00,True,
147,2020-07-07 03:00:00,False,285.945556640625
148,2020-07-07 04:00:00,False,285.8680826822917
149,2020-07-07 05:00:00,False,286.3541666666667
150,2020-07-07 06:00:00,False,286.0002712673611
151,2020-07-07 07:00:00,False,285.64390733506946
152,2020-07-07 08:00:00,False,285.96527777777777
153,2020-07-07 09:00:00,True,
154,2020-07-07 10:00:00,False,278.638916015625
155,2020-07-07 11:00:00,False,273.03936767578125
156,2020-07-07 12:00:00,False,283.4304931640625
157,2020-07-07 13:00:00,False,288.3586154513889
158,2020-07-07 14:00:00,False,293.1413845486111
159,2020-07-07 15:00:00,False,296.36298828125
160,2020-07-07 16:00:00,False,295.25502232142856
161,2020-07-07 17:00:00,True,
162,2020-07-07 18:00:00,True,
163,2020-07-07 19:00:00,False,297.59150390625
164,2020-07-07 20:00:00,True,
165,2020-07-07 21:00:00,True,
166,2020-07-07 22:00:00,True,
167,2020-07-07 23:00:00,True,
168,2020-07-08 00:00:00,True,
169,2020-07-08 01:00:00,True,
170,2020-07-08 02:00:00,True,
171,2020-07-08 03:00:00,True,
172,2020-07-08 04:00:00,True,
173,2020-07-08 05:00:00,True,
174,2020-07-08 06:00:00,True,
175,2020-07-08 07:00:00,True,
176,2020-07-08 08:00:00,True,
177,2020-07-08 09:00:00,True,
178,2020-07-08 10:00:00,True,
179,2020-07-08 11:00:00,True,
180,2020-07-08 12:00:00,True,
181,2020-07-08 13:00:00,True,
182,2020-07-08 14:00:00,True,
183,2020-07-08 15:00:00,True,
184,2020-07-08 16:00:00,False,294.9795735677083
185,2020-07-08 17:00:00,False,297.64150390625
186,2020-07-08 18:00:00,True,
187,2020-07-08 19:00:00,True,
188,2020-07-08 20:00:00,True,
189,2020-07-08 21:00:00,True,
190,2020-07-08 22:00:00,True,
191,2020-07-08 23:00:00,True,
192,2020-07-09 00:00:00,True,
193,2020-07-09 01:00:00,True,
194,2020-07-09 02:00:00,True,
195,2020-07-09 03:00:00,True,
196,2020-07-09 04:00:00,True,
197,2020-07-09 05:00:00,True,
198,2020-07-09 06:00:00,True,
199,2020-07-09 07:00:00,True,
200,2020-07-09 08:00:00,True,
201,2020-07-09 09:00:00,True,
202,2020-07-09 10:00:00,True,
203,2020-07-09 11:00:00,True,
204,2020-07-09 12:00:00,True,
205,2020-07-09 13:00:00,True,
206,2020-07-09 14:00:00,False,293.3687337239583
207,2020-07-09 15:00:00,False,295.372998046875
208,2020-07-09 16:00:00,True,
209,2020-07-09 17:00:00,False,299.5762634277344
210,2020-07-09 18:00:00,False,304.215478515625
211,2020-07-09 19:00:00,False,301.43355887276783
212,2020-07-09 20:00:00,False,299.95926339285717
213,2020-07-09 21:00:00,False,295.20211356026783
214,2020-07-09 22:00:00,True,
215,2020-07-09 23:00:00,True,
216,2020-07-10 00:00:00,True,
217,2020-07-10 01:00:00,True,
218,2020-07-10 02:00:00,True,
219,2020-07-10 03:00:00,True,
220,2020-07-10 04:00:00,True,
221,2020-07-10 05:00:00,True,
222,2020-07-10 06:00:00,True,
223,2020-07-10 07:00:00,True,
224,2020-07-10 08:00:00,True,
225,2020-07-10 09:00:00,True,
226,2020-07-10 10:00:00,True,
227,2020-07-10 11:00:00,True,
228,2020-07-10 12:00:00,True,
229,2020-07-10 13:00:00,True,
230,2020-07-10 14:00:00,True,
231,2020-07-10 15:00:00,True,
232,2020-07-10 16:00:00,True,
233,2020-07-10 17:00:00,True,
234,2020-07-10 18:00:00,True,
235,2020-07-10 19:00:00,True,
236,2020-07-10 20:00:00,True,
237,2020-07-10 21:00:00,True,
238,2020-07-10 22:00:00,True,
239,2020-07-10 23:00:00,True,
240,2020-07-11 00:00:00,True,
241,2020-07-11 01:00:00,True,
242,2020-07-11 02:00:00,True,
243,2020-07-11 03:00:00,True,
244,2020-07-11 04:00:00,True,
245,2020-07-11 05:00:00,True,
246,2020-07-11 06:00:00,True,
247,2020-07-11 07:00:00,True,
248,2020-07-11 08:00:00,True,
249,2020-07-11 09:00:00,True,
250,2020-07-11 10:00:00,True,
251,2020-07-11 11:00:00,True,
252,2020-07-11 12:00:00,True,
253,2020-07-11 13:00:00,True,
254,2020-07-11 14:00:00,True,
255,2020-07-11 15:00:00,True,
256,2020-07-11 16:00:00,True,
257,2020-07-11 17:00:00,True,
258,2020-07-11 18:00:00,True,
259,2020-07-11 19:00:00,True,
260,2020-07-11 20:00:00,True,
261,2020-07-11 21:00:00,True,
262,2020-07-11 22:00:00,True,
263,2020-07-11 23:00:00,True,
264,2020-07-12 00:00:00,True,
265,2020-07-12 01:00:00,True,
266,2020-07-12 02:00:00,True,
267,2020-07-12 03:00:00,True,
268,2020-07-12 04:00:00,True,
269,2020-07-12 05:00:00,True,
270,2020-07-12 06:00:00,True,
271,2020-07-12 07:00:00,True,
272,2020-07-12 08:00:00,True,
273,2020-07-12 09:00:00,True,
274,2020-07-12 10:00:00,True,
275,2020-07-12 11:00:00,True,
276,2020-07-12 12:00:00,True,
277,2020-07-12 13:00:00,True,
278,2020-07-12 14:00:00,True,
279,2020-07-12 15:00:00,True,
280,2020-07-12 16:00:00,True,
281,2020-07-12 17:00:00,True,
282,2020-07-12 18:00:00,True,
283,2020-07-12 19:00:00,True,
284,2020-07-12 20:00:00,False,294.18178013392856
285,2020-07-12 21:00:00,True,
286,2020-07-12 22:00:00,False,290.0295817057292
287,2020-07-12 23:00:00,False,288.26860894097223
288,2020-07-13 00:00:00,False,287.58905029296875
289,2020-07-13 01:00:00,False,287.09722222222223
290,2020-07-13 02:00:00,False,286.0266520182292
291,2020-07-13 03:00:00,True,
292,2020-07-13 04:00:00,True,
293,2020-07-13 05:00:00,True,
294,2020-07-13 06:00:00,True,
295,2020-07-13 07:00:00,True,
296,2020-07-13 08:00:00,True,
297,2020-07-13 09:00:00,True,
298,2020-07-13 10:00:00,True,
299,2020-07-13 11:00:00,False,285.39501953125
300,2020-07-13 12:00:00,False,286.5824924045139
301,2020-07-13 13:00:00,False,289.01527235243054
302,2020-07-13 14:00:00,False,293.96611870659723
303,2020-07-13 15:00:00,False,298.7922058105469
304,2020-07-13 16:00:00,True,
305,2020-07-13 17:00:00,False,304.1309814453125
306,2020-07-13 18:00:00,False,299.2235630580357
307,2020-07-13 19:00:00,False,298.3837585449219
308,2020-07-13 20:00:00,False,296.00311279296875
309,2020-07-13 21:00:00,False,297.07900390625
310,2020-07-13 22:00:00,True,
311,2020-07-13 23:00:00,True,
312,2020-07-14 00:00:00,True,
313,2020-07-14 01:00:00,True,
314,2020-07-14 02:00:00,True,
315,2020-07-14 03:00:00,True,
316,2020-07-14 04:00:00,True,
317,2020-07-14 05:00:00,True,
318,2020-07-14 06:00:00,True,
319,2020-07-14 07:00:00,True,
320,2020-07-14 08:00:00,True,
321,2020-07-14 09:00:00,True,
322,2020-07-14 10:00:00,True,
323,2020-07-14 11:00:00,True,
324,2020-07-14 12:00:00,True,
325,2020-07-14 13:00:00,True,
326,2020-07-14 14:00:00,True,
327,2020-07-14 15:00:00,True,
328,2020-07-14 16:00:00,True,
329,2020-07-14 17:00:00,True,
330,2020-07-14 18:00:00,True,
331,2020-07-14 19:00:00,False,297.913330078125
